,COMPONENTE,ANO/FAIXA,UNIDADES TEMÁTICAS,OBJETOS DE CONHECIMENTO,HABILIDADES
1,Matemática,1º,Números,"Quantificação de elementos de uma coleção: estimativas, contagem um a um, pareamento ou outros agrupamentos e comparação","(EF01MA02) Contar de maneira exata ou aproximada, utilizando diferentes estratégias como o pareamento e outros agrupamentos."
2,Matemática,1º,Números,"Quantificação de elementos de uma coleção: estimativas, contagem um a um, pareamento ou outros agrupamentos e comparação","(EF01MA03) Estimar e comparar quantidades de objetos de dois conjuntos (em torno de 20 elementos), por estimativa e/ou por correspondência (um a um, dois a dois) para indicar “tem mais”, “tem menos” ou “tem a mesma quantidade”."
3,Matemática,1º,Números,"Leitura, escrita e comparação de números naturais (até 100)
Reta numérica","(EF01MA04) Contar a quantidade de objetos de coleções até 100 unidades e apresentar o resultado por registros verbais e simbólicos, em situações de seu interesse, como jogos, brincadeiras, materiais da sala de aula, entre outros."
4,Matemática,1º,Números,"Leitura, escrita e comparação de números naturais (até 100)
Reta numérica","(EF01MA05) Comparar números naturais de até duas ordens em situações cotidianas, com e sem suporte da reta numérica."
5,Matemática,1º,Números,Construção de fatos básicos da adição,(EF01MA06) Construir fatos básicos da adição e utilizá-los em procedimentos de cálculo para resolver problemas.
6,Matemática,1º,Números,Composição e decomposição de números naturais,"(EF01MA07) Compor e decompor número de até duas ordens, por meio de diferentes adições, com o suporte de material manipulável, contribuindo para a compreensão de características do sistema de numeração decimal e o desenvolvimento de estratégias de cálculo."
7,Matemática,1º,Números,"Problemas envolvendo diferentes significados da adição e da subtração (juntar, acrescentar, separar, retirar)","(EF01MA08) Resolver e elaborar problemas de adição e de subtração, envolvendo números de até dois algarismos, com os significados de juntar, acrescentar, separar e retirar, com o suporte de imagens e/ou material manipulável, utilizando estratégias e formas de registro pessoais."
8,Matemática,1º,Álgebra,Padrões figurais e numéricos: investigação de regularidades ou padrões em sequências,"(EF01MA09) Organizar e ordenar objetos familiares ou representações por figuras, por meio de atributos, tais como cor, forma e medida."
9,Matemática,1º,Álgebra,"Sequências recursivas: observação de regras usadas utilizadas em seriações numéricas (mais 1, mais 2, menos 1, menos 2, por exemplo)","(EF01MA10) Descrever, após o reconhecimento e a explicitação de um padrão (ou regularidade), os elementos ausentes em sequências recursivas de números naturais, objetos ou figuras."
10,Matemática,1º,Geometria,"Localização de objetos e de pessoas no espaço, utilizando diversos pontos de referência e vocabulário apropriado","(EF01MA11) Descrever a localização de pessoas e de objetos no espaço em relação à sua própria posição, utilizando termos como à direita, à esquerda, em frente, atrás."
11,Matemática,1º,Geometria,"Localização de objetos e de pessoas no espaço, utilizando diversos pontos de referência e vocabulário apropriado","(EF01MA12) Descrever a localização de pessoas e de objetos no espaço segundo um dado ponto de referência, compreendendo que, para a utilização de termos que se referem à posição, como direita, esquerda, em cima, em baixo, é necessário explicitar-se o referencial."
12,Matemática,1º,Geometria,Figuras geométricas espaciais: reconhecimento e relações com objetos familiares do mundo físico,"(EF01MA13) Relacionar figuras geométricas espaciais (cones, cilindros, esferas e blocos retangulares) a objetos familiares do mundo físico."
13,Matemática,1º,Geometria,Figuras geométricas planas: reconhecimento do formato das faces de figuras geométricas espaciais,"(EF01MA14) Identificar e nomear figuras planas (círculo, quadrado, retângulo e triângulo) em desenhos apresentados em diferentes disposições ou em contornos de faces de sólidos geométricos."
14,Matemática,1º,Grandezas e medidas,"Medidas de comprimento, massa e capacidade: comparações e unidades de medida não convencionais","(EF01MA15) Comparar comprimentos, capacidades ou massas, utilizando termos como mais alto, mais baixo, mais comprido, mais curto, mais grosso, mais fino, mais largo, mais pesado, mais leve, cabe mais, cabe menos, entre outros, para ordenar objetos de uso cotidiano."
15,Matemática,1º,Grandezas e medidas,"Medidas de tempo: unidades de medida de tempo, suas relações e o uso do calendário","(EF01MA16) Relatar em linguagem verbal ou não verbal sequência de acontecimentos relativos a um dia, utilizando, quando possível, os horários dos eventos."
16,Matemática,1º,Grandezas e medidas,"Medidas de tempo: unidades de medida de tempo, suas relações e o uso do calendário","(EF01MA17) Reconhecer e relacionar períodos do dia, dias da semana e meses do ano, utilizando calendário, quando necessário."
17,Matemática,1º,Grandezas e medidas,"Medidas de tempo: unidades de medida de tempo, suas relações e o uso do calendário","(EF01MA18) Produzir a escrita de uma data, apresentando o dia, o mês e o ano, e indicar o dia da semana de uma data, consultando calendários."
18,Matemática,1º,Grandezas e medidas,Sistema monetário brasileiro: reconhecimento de cédulas e moedas,(EF01MA19) Reconhecer e relacionar valores de moedas e cédulas do sistema monetário brasileiro para resolver situações simples do cotidiano do estudante.
19,Matemática,1º,Probabilidade e estatística,Noção de acaso,"(EF01MA20) Classificar eventos envolvendo o acaso, tais como “acontecerá com certeza”, “talvez aconteça” e “é impossível acontecer”, em situações do cotidiano."
20,Matemática,1º,Probabilidade e estatística,Leitura de tabelas e de gráficos de colunas simples,(EF01MA21) Ler dados expressos em tabelas e em gráficos de colunas simples.
21,Matemática,1º,Probabilidade e estatística,"Coleta e organização de informações
Registros pessoais para comunicação de informações coletadas","(EF01MA22) Realizar pesquisa, envolvendo até duas variáveis categóricas de seu interesse e universo de até 30 elementos, e organizar dados por meio de representações pessoais."
22,Matemática,2º,Números,"Leitura, escrita, comparação e ordenação de números de até três ordens pela compreensão de características do sistema de numeração decimal (valor posicional e papel do zero)",(EF02MA01) Comparar e ordenar números naturais (até a ordem de centenas) pela compreensão de características do sistema de numeração decimal (valor posicional e função do zero).
23,Matemática,2º,Números,"Leitura, escrita, comparação e ordenação de números de até três ordens pela compreensão de características do sistema de numeração decimal (valor posicional e papel do zero)",(EF02MA02) Fazer estimativas por meio de estratégias diversas a respeito da quantidade de objetos de coleções e registrar o resultado da contagem desses objetos (até 1000 unidades).
24,Matemática,2º,Números,"Leitura, escrita, comparação e ordenação de números de até três ordens pela compreensão de características do sistema de numeração decimal (valor posicional e papel do zero)","(EF02MA03) Comparar quantidades de objetos de dois conjuntos, por estimativa e/ou por correspondência (um a um, dois a dois, entre outros), para indicar “tem mais”, “tem menos” ou “tem a mesma quantidade”, indicando, quando for o caso, quantos a mais e quantos a menos."
